Filename;CT;T
hl 2017-06-18 23-25-33-01.png;1;0
hl 2017-06-18 23-25-34-01.png;1;0
hl 2017-06-18 23-25-35-01.png;1;0
hl 2017-06-18 23-25-36-01.png;1;0
hl 2017-06-18 23-25-37-01.png;1;0
hl 2017-06-18 23-25-38-01.png;1;0
hl 2017-06-18 23-25-39-01.png;1;0
hl 2017-06-18 23-25-40-01.png;1;0
hl 2017-06-18 23-25-41-01.png;1;0
hl 2017-06-18 23-25-42-01.png;1;0
hl 2017-06-18 23-25-43-01.png;1;0
hl 2017-06-18 23-25-44-01.png;1;0
hl 2017-06-18 23-25-45-01.png;1;0
hl 2017-06-18 23-25-46-01.png;1;0
hl 2017-06-18 23-25-47-01.png;1;0
hl 2017-06-18 23-25-48-01.png;1;0
hl 2017-06-18 23-25-49-01.png;1;0
hl 2017-06-18 23-25-50-01.png;1;0
hl 2017-06-18 23-25-51-01.png;1;0
hl 2017-06-18 23-25-52-01.png;1;0
hl 2017-06-18 23-25-53-01.png;1;0
hl 2017-06-18 23-25-54-01.png;0;0
hl 2017-06-18 23-25-55-01.png;0;0
hl 2017-06-18 23-25-56-01.png;0;0
hl 2017-06-18 23-25-57-01.png;0;0
hl 2017-06-18 23-25-58-01.png;1;0
hl 2017-06-18 23-25-59-01.png;1;0
hl 2017-06-18 23-26-00-01.png;1;0
hl 2017-06-18 23-26-01-01.png;1;0
hl 2017-06-18 23-26-02-01.png;1;0
hl 2017-06-18 23-26-03-01.png;0;0
hl 2017-06-18 23-26-04-01.png;0;0
hl 2017-06-18 23-26-05-01.png;1;0
hl 2017-06-18 23-26-06-01.png;0;1
hl 2017-06-18 23-26-07-01.png;0;0
hl 2017-06-18 23-26-08-01.png;1;0
hl 2017-06-18 23-26-09-01.png;1;0
hl 2017-06-18 23-26-10-01.png;0;1
hl 2017-06-18 23-26-11-01.png;0;1
hl 2017-06-18 23-26-12-01.png;0;1
hl 2017-06-18 23-26-13-01.png;0;1
hl 2017-06-18 23-26-14-01.png;0;0
hl 2017-06-18 23-26-15-01.png;0;1
hl 2017-06-18 23-26-16-01.png;0;1
hl 2017-06-18 23-26-17-01.png;0;1
hl 2017-06-18 23-26-18-01.png;1;0
hl 2017-06-18 23-26-19-01.png;1;0
hl 2017-06-18 23-26-20-01.png;1;0
hl 2017-06-18 23-26-21-01.png;1;0
hl 2017-06-18 23-26-22-01.png;0;1
hl 2017-06-18 23-26-23-01.png;0;0
hl 2017-06-18 23-26-24-01.png;0;0
hl 2017-06-18 23-26-25-01.png;0;0
hl 2017-06-18 23-26-26-01.png;0;0
hl 2017-06-18 23-26-27-01.png;0;0
hl 2017-06-18 23-26-28-01.png;0;1
hl 2017-06-18 23-26-29-01.png;0;1
hl 2017-06-18 23-26-30-01.png;0;1
hl 2017-06-18 23-26-31-01.png;0;1
hl 2017-06-18 23-26-32-01.png;0;1
hl 2017-06-18 23-26-33-01.png;1;1
hl 2017-06-18 23-26-34-01.png;1;0
hl 2017-06-18 23-26-37-01.png;1;0
hl 2017-06-18 23-26-39-01.png;1;0
hl 2017-06-18 23-26-40-01.png;1;0
hl 2017-06-18 23-26-41-01.png;0;0
hl 2017-06-18 23-26-42-01.png;1;0
hl 2017-06-18 23-26-43-01.png;1;0
hl 2017-06-18 23-26-44-01.png;1;0
hl 2017-06-18 23-26-45-01.png;1;0
hl 2017-06-18 23-26-46-01.png;0;0
hl 2017-06-18 23-26-47-01.png;0;0
hl 2017-06-18 23-26-48-01.png;0;0
hl 2017-06-18 23-26-49-01.png;0;0
hl 2017-06-18 23-26-50-01.png;0;0
hl 2017-06-18 23-26-51-01.png;0;0
hl 2017-06-18 23-26-52-01.png;0;0
hl 2017-06-18 23-26-53-01.png;1;0
hl 2017-06-18 23-26-54-01.png;1;0
hl 2017-06-18 23-26-55-01.png;1;0
hl 2017-06-18 23-26-56-01.png;1;0
hl 2017-06-18 23-26-57-01.png;1;0
hl 2017-06-18 23-26-58-01.png;0;0
hl 2017-06-18 23-26-59-01.png;0;0
hl 2017-06-18 23-27-00-01.png;0;0
hl 2017-06-18 23-27-01-01.png;1;1
hl 2017-06-18 23-27-02-01.png;1;1
hl 2017-06-18 23-27-03-01.png;1;0
hl 2017-06-18 23-27-04-01.png;1;0
hl 2017-06-18 23-27-05-01.png;1;0
hl 2017-06-18 23-27-06-01.png;1;1
hl 2017-06-18 23-27-07-01.png;1;0
hl 2017-06-18 23-27-08-01.png;1;0
hl 2017-06-18 23-27-09-01.png;1;0
hl 2017-06-18 23-27-10-01.png;1;0
hl 2017-06-18 23-27-11-01.png;0;0
hl 2017-06-18 23-27-12-01.png;0;0
hl 2017-06-18 23-27-13-01.png;1;1
hl 2017-06-18 23-27-14-01.png;1;1
hl 2017-06-18 23-27-15-01.png;1;1
hl 2017-06-18 23-27-16-01.png;1;1
hl 2017-06-18 23-27-17-01.png;1;0
hl 2017-06-18 23-27-18-01.png;1;1
hl 2017-06-18 23-27-19-01.png;0;1
hl 2017-06-18 23-27-20-01.png;0;1
hl 2017-06-18 23-27-21-01.png;0;1
hl 2017-06-18 23-27-22-01.png;0;1
hl 2017-06-18 23-27-23-01.png;1;1
hl 2017-06-18 23-27-24-01.png;0;0
hl 2017-06-18 23-27-25-01.png;0;0
hl 2017-06-18 23-27-26-01.png;0;0
hl 2017-06-18 23-27-27-01.png;0;0
hl 2017-06-18 23-27-28-01.png;0;0
hl 2017-06-18 23-27-29-01.png;0;0
hl 2017-06-18 23-27-30-01.png;0;0
hl 2017-06-18 23-27-31-01.png;0;0
hl 2017-06-18 23-27-32-01.png;0;0
hl 2017-06-18 23-27-33-01.png;1;0
hl 2017-06-18 23-27-34-01.png;1;0
hl 2017-06-18 23-27-35-01.png;1;0
hl 2017-06-18 23-27-36-01.png;1;0
hl 2017-06-18 23-27-37-01.png;1;0
hl 2017-06-18 23-27-38-01.png;1;0
hl 2017-06-18 23-27-39-01.png;1;0
hl 2017-06-18 23-27-40-01.png;1;0
hl 2017-06-18 23-27-41-01.png;1;0
hl 2017-06-18 23-27-42-01.png;1;0
hl 2017-06-18 23-27-43-01.png;1;0
hl 2017-06-18 23-27-44-01.png;1;0
hl 2017-06-18 23-27-45-01.png;1;0
hl 2017-06-18 23-27-46-01.png;1;1
hl 2017-06-18 23-27-47-01.png;0;1
hl 2017-06-18 23-27-48-01.png;1;1
hl 2017-06-18 23-27-49-01.png;1;0
hl 2017-06-18 23-27-50-01.png;1;0
hl 2017-06-18 23-27-51-01.png;1;0
hl 2017-06-18 23-27-52-01.png;1;0
hl 2017-06-18 23-27-53-01.png;1;0
hl 2017-06-18 23-27-54-01.png;1;0
hl 2017-06-18 23-27-55-01.png;1;0
hl 2017-06-18 23-27-56-01.png;1;0
hl 2017-06-18 23-27-57-01.png;0;1
hl 2017-06-18 23-27-58-01.png;0;1
hl 2017-06-18 23-27-59-01.png;0;0
hl 2017-06-18 23-28-00-01.png;0;0
hl 2017-06-18 23-28-01-01.png;0;0
hl 2017-06-18 23-28-02-01.png;1;0
hl 2017-06-18 23-28-03-01.png;1;0
hl 2017-06-18 23-28-04-01.png;1;0
hl 2017-06-18 23-28-05-01.png;1;0
hl 2017-06-18 23-28-06-01.png;1;0
hl 2017-06-18 23-28-09-01.png;1;0
hl 2017-06-18 23-28-10-01.png;1;0
hl 2017-06-18 23-28-11-01.png;0;0
hl 2017-06-18 23-28-12-01.png;0;0
hl 2017-06-18 23-28-13-01.png;0;0
hl 2017-06-18 23-28-14-01.png;0;0
hl 2017-06-18 23-28-15-01.png;0;0
hl 2017-06-18 23-28-16-01.png;0;0
hl 2017-06-18 23-28-17-01.png;0;0
hl 2017-06-18 23-28-18-01.png;0;0
hl 2017-06-18 23-28-19-01.png;0;0
hl 2017-06-18 23-28-20-01.png;0;0
hl 2017-06-18 23-28-21-01.png;0;0
hl 2017-06-18 23-28-22-01.png;0;0
hl 2017-06-18 23-28-23-01.png;0;0
hl 2017-06-18 23-28-24-01.png;0;0
hl 2017-06-18 23-28-25-01.png;0;0
hl 2017-06-18 23-28-26-01.png;0;0
hl 2017-06-18 23-28-27-01.png;0;0
hl 2017-06-18 23-28-28-01.png;0;0
hl 2017-06-18 23-28-29-01.png;0;0
hl 2017-06-18 23-28-30-01.png;0;0
hl 2017-06-18 23-28-31-01.png;0;0
hl 2017-06-18 23-28-32-01.png;0;0
hl 2017-06-18 23-28-33-01.png;0;0
hl 2017-06-18 23-28-34-01.png;0;0
hl 2017-06-18 23-28-35-01.png;0;0
hl 2017-06-18 23-28-36-01.png;0;0
hl 2017-06-18 23-28-37-01.png;0;0
hl 2017-06-18 23-28-38-01.png;0;0
hl 2017-06-18 23-28-39-01.png;0;0
hl 2017-06-18 23-28-40-01.png;0;0
hl 2017-06-18 23-28-41-01.png;0;0
hl 2017-06-18 23-28-42-01.png;0;0
hl 2017-06-18 23-28-43-01.png;0;0
hl 2017-06-18 23-28-44-01.png;1;0
hl 2017-06-18 23-28-45-01.png;1;0
hl 2017-06-18 23-28-46-01.png;1;0
hl 2017-06-18 23-28-47-01.png;1;0
hl 2017-06-18 23-28-48-01.png;1;0
hl 2017-06-18 23-28-49-01.png;1;0
hl 2017-06-18 23-28-50-01.png;0;0
hl 2017-06-18 23-28-51-01.png;0;0
hl 2017-06-18 23-28-52-01.png;1;0
hl 2017-06-18 23-28-53-01.png;1;1
hl 2017-06-18 23-28-54-01.png;0;0
hl 2017-06-18 23-28-55-01.png;1;0
hl 2017-06-18 23-28-56-01.png;0;1
hl 2017-06-18 23-28-57-01.png;1;0
hl 2017-06-18 23-28-58-01.png;0;0
hl 2017-06-18 23-28-59-01.png;1;0
hl 2017-06-18 23-29-00-01.png;1;1
hl 2017-06-18 23-29-01-01.png;1;1
hl 2017-06-18 23-29-02-01.png;1;1
hl 2017-06-18 23-29-03-01.png;1;0
hl 2017-06-18 23-29-04-01.png;0;0
hl 2017-06-18 23-29-05-01.png;0;0
hl 2017-06-18 23-29-06-01.png;0;1
hl 2017-06-18 23-29-07-01.png;1;1
hl 2017-06-18 23-29-08-01.png;1;1
hl 2017-06-18 23-29-09-02.png;1;1
hl 2017-06-18 23-29-21-02.png;1;0
hl 2017-06-18 23-29-25-01.png;1;0
hl 2017-06-18 23-29-26-01.png;1;0
hl 2017-06-18 23-29-28-01.png;1;0
hl 2017-06-18 23-29-29-01.png;0;0
hl 2017-06-18 23-29-30-01.png;0;0
hl 2017-06-18 23-29-31-01.png;0;0
hl 2017-06-18 23-29-32-01.png;0;0
hl 2017-06-18 23-29-33-01.png;0;0
hl 2017-06-18 23-29-34-01.png;0;0
hl 2017-06-18 23-29-35-01.png;0;0
hl 2017-06-18 23-29-36-01.png;0;0
hl 2017-06-18 23-29-37-01.png;0;0
hl 2017-06-18 23-29-38-01.png;0;0
hl 2017-06-18 23-29-39-01.png;0;0
hl 2017-06-18 23-29-40-01.png;0;0
hl 2017-06-18 23-29-41-02.png;0;0
hl 2017-06-18 23-29-42-01.png;0;0
hl 2017-06-18 23-29-43-01.png;0;0
hl 2017-06-18 23-29-44-01.png;0;0
hl 2017-06-18 23-29-45-01.png;0;0
hl 2017-06-18 23-29-46-01.png;0;0
hl 2017-06-18 23-29-47-01.png;0;0
hl 2017-06-18 23-29-48-01.png;0;0
hl 2017-06-18 23-29-49-01.png;0;0
hl 2017-06-18 23-29-50-01.png;0;0
hl 2017-06-18 23-29-51-02.png;0;0
hl 2017-06-18 23-29-52-01.png;0;0
hl 2017-06-18 23-29-53-01.png;0;0
hl 2017-06-18 23-29-54-01.png;0;0
hl 2017-06-18 23-29-55-01.png;0;0
hl 2017-06-18 23-29-56-01.png;0;0
hl 2017-06-18 23-29-57-01.png;0;0
hl 2017-06-18 23-29-58-02.png;0;0
hl 2017-06-18 23-29-59-02.png;0;0
hl 2017-06-18 23-30-00-01.png;1;0
hl 2017-06-18 23-30-01-02.png;0;0
hl 2017-06-18 23-30-02-02.png;1;1
hl 2017-06-18 23-30-03-02.png;1;1
hl 2017-06-18 23-30-04-02.png;1;0
hl 2017-06-18 23-30-05-02.png;1;0
hl 2017-06-18 23-30-06-02.png;1;0
hl 2017-06-18 23-30-07-02.png;0;1
hl 2017-06-18 23-30-08-02.png;0;1
hl 2017-06-18 23-30-09-01.png;0;1
hl 2017-06-18 23-30-10-02.png;0;1
hl 2017-06-18 23-30-11-01.png;0;1
hl 2017-06-18 23-30-12-02.png;0;1
hl 2017-06-18 23-30-13-02.png;0;1
hl 2017-06-18 23-30-14-01.png;0;1
hl 2017-06-18 23-30-15-01.png;0;1
hl 2017-06-18 23-30-16-02.png;0;1
hl 2017-06-18 23-30-19-02.png;0;0
hl 2017-06-18 23-30-20-02.png;0;1
hl 2017-06-18 23-30-21-02.png;0;1
hl 2017-06-18 23-30-22-02.png;0;1
hl 2017-06-18 23-30-23-02.png;0;0
hl 2017-06-18 23-30-24-02.png;1;1
hl 2017-06-18 23-30-25-02.png;1;1
hl 2017-06-18 23-30-26-01.png;0;0
hl 2017-06-18 23-30-27-02.png;0;0
hl 2017-06-18 23-30-28-02.png;0;0
hl 2017-06-18 23-30-29-01.png;0;0
hl 2017-06-18 23-30-30-02.png;0;0
hl 2017-06-18 23-30-31-01.png;0;0
hl 2017-06-18 23-30-32-02.png;0;0
hl 2017-06-18 23-30-33-02.png;0;0
hl 2017-06-18 23-30-34-02.png;0;0
hl 2017-06-18 23-30-35-02.png;0;1
hl 2017-06-18 23-30-36-02.png;1;1
hl 2017-06-18 23-30-37-02.png;0;0
hl 2017-06-18 23-30-38-02.png;0;0
hl 2017-06-18 23-30-39-02.png;0;0
hl 2017-06-18 23-30-53-02.png;0;0
hl 2017-06-18 23-31-00-02.png;1;0
hl 2017-06-18 23-31-01-02.png;1;0
hl 2017-06-18 23-31-02-02.png;1;0
hl 2017-06-18 23-31-03-02.png;0;0
hl 2017-06-18 23-31-04-02.png;0;0
hl 2017-06-18 23-31-05-02.png;0;0
hl 2017-06-18 23-31-06-02.png;0;0
hl 2017-06-18 23-31-07-02.png;0;0
hl 2017-06-18 23-31-08-02.png;0;0
hl 2017-06-18 23-31-09-02.png;0;1
hl 2017-06-18 23-31-10-02.png;0;1
hl 2017-06-18 23-31-11-02.png;0;1
hl 2017-06-18 23-31-12-02.png;0;1
hl 2017-06-18 23-31-13-02.png;0;1
hl 2017-06-18 23-31-14-02.png;0;1
hl 2017-06-18 23-31-23-02.png;1;0
hl 2017-06-18 23-31-25-02.png;1;0
hl 2017-06-18 23-31-27-02.png;1;0
hl 2017-06-18 23-31-28-02.png;1;0
hl 2017-06-18 23-31-29-02.png;0;0
hl 2017-06-18 23-31-30-02.png;0;0
hl 2017-06-18 23-31-31-02.png;0;0
hl 2017-06-18 23-31-32-02.png;0;0
hl 2017-06-18 23-31-33-02.png;0;0
hl 2017-06-18 23-31-34-02.png;0;0
hl 2017-06-18 23-31-35-02.png;0;0
hl 2017-06-18 23-31-36-02.png;0;0
hl 2017-06-18 23-31-37-02.png;0;0
hl 2017-06-18 23-31-40-02.png;0;0
hl 2017-06-18 23-31-41-02.png;0;0
hl 2017-06-18 23-31-42-02.png;0;0
hl 2017-06-18 23-31-43-02.png;1;0
hl 2017-06-18 23-31-44-02.png;1;0
hl 2017-06-18 23-31-45-02.png;1;1
hl 2017-06-18 23-31-46-02.png;1;1
hl 2017-06-18 23-31-47-02.png;1;1
hl 2017-06-18 23-31-48-02.png;1;1
hl 2017-06-18 23-31-49-00.png;1;1
hl 2017-06-18 23-31-50-02.png;0;1
hl 2017-06-18 23-31-51-02.png;0;1
hl 2017-06-18 23-31-52-02.png;0;1
hl 2017-06-18 23-31-53-02.png;0;1
hl 2017-06-18 23-31-54-00.png;0;1
hl 2017-06-18 23-31-55-00.png;0;1
hl 2017-06-18 23-31-56-00.png;0;1
hl 2017-06-18 23-31-57-00.png;1;0
hl 2017-06-18 23-31-58-00.png;1;0
hl 2017-06-18 23-31-59-00.png;1;0
hl 2017-06-18 23-32-00-00.png;1;0
hl 2017-06-18 23-32-01-00.png;0;0
hl 2017-06-18 23-32-02-00.png;0;1
hl 2017-06-18 23-32-03-00.png;1;1
hl 2017-06-18 23-32-04-00.png;0;1
hl 2017-06-18 23-32-05-00.png;1;0
hl 2017-06-18 23-32-06-00.png;1;1
hl 2017-06-18 23-32-07-00.png;0;1
hl 2017-06-18 23-32-08-00.png;0;1
hl 2017-06-18 23-32-09-02.png;0;1
hl 2017-06-18 23-32-10-00.png;1;1
hl 2017-06-18 23-32-11-00.png;1;0
hl 2017-06-18 23-32-12-00.png;1;0
hl 2017-06-18 23-32-13-00.png;1;0
hl 2017-06-18 23-32-14-02.png;0;0
hl 2017-06-18 23-32-15-02.png;0;0
hl 2017-06-18 23-32-16-00.png;0;0
hl 2017-06-18 23-32-17-00.png;0;0
hl 2017-06-18 23-32-18-00.png;0;0
hl 2017-06-18 23-32-19-00.png;0;0
hl 2017-06-18 23-32-20-00.png;0;0
hl 2017-06-18 23-32-21-00.png;1;1
hl 2017-06-18 23-32-22-00.png;1;1
hl 2017-06-18 23-32-23-00.png;1;1
hl 2017-06-18 23-32-24-00.png;1;1
hl 2017-06-18 23-32-25-00.png;1;0
hl 2017-06-18 23-32-26-00.png;1;0
hl 2017-06-18 23-32-27-00.png;0;0
hl 2017-06-18 23-32-28-00.png;1;0
hl 2017-06-18 23-32-29-00.png;1;0
hl 2017-06-18 23-32-30-00.png;1;0
hl 2017-06-18 23-32-31-00.png;1;0
hl 2017-06-18 23-32-32-00.png;1;0
hl 2017-06-18 23-32-33-00.png;1;0
hl 2017-06-18 23-32-35-00.png;1;0
hl 2017-06-18 23-32-36-00.png;0;0
hl 2017-06-18 23-32-37-00.png;0;0
hl 2017-06-18 23-32-38-00.png;0;0
hl 2017-06-18 23-32-39-00.png;0;0
hl 2017-06-18 23-32-40-00.png;0;0
hl 2017-06-18 23-32-41-00.png;1;0
hl 2017-06-18 23-32-42-00.png;1;0
hl 2017-06-18 23-32-43-00.png;1;0
hl 2017-06-18 23-32-44-00.png;1;0
hl 2017-06-18 23-32-45-00.png;1;0
hl 2017-06-18 23-32-46-00.png;1;0
hl 2017-06-18 23-32-47-00.png;1;0
hl 2017-06-18 23-32-48-00.png;1;0
hl 2017-06-18 23-32-49-00.png;1;0
hl 2017-06-18 23-32-50-00.png;0;0
hl 2017-06-18 23-32-51-00.png;1;0
hl 2017-06-18 23-32-52-00.png;0;0
hl 2017-06-18 23-32-53-00.png;1;0
hl 2017-06-18 23-32-54-00.png;0;0
hl 2017-06-18 23-32-55-00.png;0;0
hl 2017-06-18 23-32-56-00.png;1;0
hl 2017-06-18 23-32-57-00.png;0;0
hl 2017-06-18 23-32-58-00.png;0;0
hl 2017-06-18 23-32-59-00.png;0;0
hl 2017-06-18 23-33-00-00.png;1;1
hl 2017-06-18 23-33-01-00.png;1;1
hl 2017-06-18 23-33-02-00.png;1;1
hl 2017-06-18 23-33-03-00.png;0;1
hl 2017-06-18 23-33-04-00.png;1;0
hl 2017-06-18 23-33-05-00.png;0;0
hl 2017-06-18 23-33-06-00.png;1;0
hl 2017-06-18 23-33-07-00.png;1;0
hl 2017-06-18 23-33-08-00.png;1;0
hl 2017-06-18 23-33-09-00.png;1;0
hl 2017-06-18 23-33-10-00.png;1;0
hl 2017-06-18 23-33-11-00.png;1;0
hl 2017-06-18 23-33-12-00.png;1;0
hl 2017-06-18 23-33-13-00.png;1;0
hl 2017-06-18 23-33-14-00.png;1;0
hl 2017-06-18 23-33-15-00.png;1;0
hl 2017-06-18 23-33-16-00.png;1;0
hl 2017-06-18 23-33-17-00.png;0;1
hl 2017-06-18 23-33-18-00.png;0;1
hl 2017-06-18 23-33-19-00.png;0;1
hl 2017-06-18 23-33-20-00.png;0;0
hl 2017-06-18 23-33-21-00.png;0;0
hl 2017-06-18 23-33-22-00.png;0;0
hl 2017-06-18 23-33-23-00.png;0;0
hl 2017-06-18 23-33-24-00.png;0;1
hl 2017-06-18 23-33-25-00.png;0;0
hl 2017-06-18 23-33-26-00.png;0;1
hl 2017-06-18 23-33-27-00.png;0;1
hl 2017-06-18 23-33-28-00.png;0;1
hl 2017-06-18 23-33-29-00.png;1;1
hl 2017-06-18 23-33-30-00.png;1;0
hl 2017-06-18 23-33-31-00.png;0;0
hl 2017-06-18 23-33-32-00.png;0;1
hl 2017-06-18 23-33-33-00.png;0;0
hl 2017-06-18 23-33-34-00.png;0;0
hl 2017-06-18 23-33-35-00.png;0;1
hl 2017-06-18 23-33-36-00.png;0;1
hl 2017-06-18 23-33-37-00.png;0;0
hl 2017-06-18 23-33-38-00.png;0;0
hl 2017-06-18 23-33-39-01.png;0;1
hl 2017-06-18 23-33-40-00.png;0;1
hl 2017-06-18 23-33-41-00.png;0;1
hl 2017-06-18 23-33-42-00.png;1;0
hl 2017-06-18 23-33-43-00.png;1;0
hl 2017-06-18 23-33-44-00.png;1;0
hl 2017-06-18 23-33-45-00.png;1;0
hl 2017-06-18 23-33-46-01.png;1;0
hl 2017-06-18 23-33-47-00.png;1;0
hl 2017-06-18 23-33-48-00.png;1;0
hl 2017-06-18 23-33-50-00.png;1;0
hl 2017-06-18 23-33-51-00.png;1;0
hl 2017-06-18 23-33-52-01.png;1;0
hl 2017-06-18 23-33-53-00.png;1;0
hl 2017-06-18 23-33-54-00.png;1;0
hl 2017-06-18 23-33-55-01.png;1;0
hl 2017-06-18 23-33-56-01.png;1;0
hl 2017-06-18 23-33-57-01.png;1;0
hl 2017-06-18 23-33-58-01.png;0;0
hl 2017-06-18 23-33-59-00.png;0;0
hl 2017-06-18 23-34-00-01.png;0;1
hl 2017-06-18 23-34-01-01.png;0;0
hl 2017-06-18 23-34-02-01.png;0;1
hl 2017-06-18 23-34-03-01.png;0;1
hl 2017-06-18 23-34-04-01.png;0;1
hl 2017-06-18 23-34-05-00.png;0;1
hl 2017-06-18 23-34-06-01.png;0;1
hl 2017-06-18 23-34-07-01.png;0;1
hl 2017-06-18 23-34-08-01.png;1;0
hl 2017-06-18 23-34-09-01.png;0;1
hl 2017-06-18 23-34-10-01.png;0;1
hl 2017-06-18 23-34-11-01.png;0;1
hl 2017-06-18 23-34-12-01.png;0;1
hl 2017-06-18 23-34-13-01.png;0;1
hl 2017-06-18 23-34-14-01.png;0;1
hl 2017-06-18 23-34-15-01.png;0;0
hl 2017-06-18 23-34-16-00.png;0;1
hl 2017-06-18 23-34-17-01.png;0;1
hl 2017-06-18 23-34-18-01.png;1;1
hl 2017-06-18 23-34-19-01.png;0;0
hl 2017-06-18 23-34-20-01.png;1;0
hl 2017-06-18 23-34-21-01.png;1;0
hl 2017-06-18 23-34-22-00.png;0;0
hl 2017-06-18 23-34-25-00.png;0;0
hl 2017-06-18 23-34-26-00.png;0;0
hl 2017-06-18 23-34-27-01.png;0;0
hl 2017-06-18 23-34-28-01.png;0;0
hl 2017-06-18 23-34-29-01.png;0;0
hl 2017-06-18 23-34-30-01.png;0;0
hl 2017-06-18 23-34-31-01.png;0;0
hl 2017-06-18 23-34-32-01.png;0;0
hl 2017-06-18 23-34-33-01.png;0;0
hl 2017-06-18 23-34-34-01.png;0;0
hl 2017-06-18 23-34-35-01.png;0;0
hl 2017-06-18 23-34-36-01.png;0;0
hl 2017-06-18 23-34-37-01.png;0;0
hl 2017-06-18 23-34-38-01.png;1;0
hl 2017-06-18 23-34-39-01.png;0;0
hl 2017-06-18 23-34-40-01.png;1;0
hl 2017-06-18 23-34-41-01.png;1;0
hl 2017-06-18 23-34-42-01.png;0;0
hl 2017-06-18 23-34-43-01.png;0;0
hl 2017-06-18 23-34-44-01.png;0;0
hl 2017-06-18 23-34-45-01.png;0;0
hl 2017-06-18 23-34-46-01.png;0;0
hl 2017-06-18 23-34-47-01.png;0;0
hl 2017-06-18 23-34-48-01.png;0;0
hl 2017-06-18 23-34-49-01.png;0;0
hl 2017-06-18 23-34-50-01.png;0;0
hl 2017-06-18 23-34-51-01.png;0;0
hl 2017-06-18 23-34-52-01.png;0;0
hl 2017-06-18 23-34-53-01.png;0;1
hl 2017-06-18 23-34-54-01.png;0;1
hl 2017-06-18 23-34-55-01.png;0;1
hl 2017-06-18 23-34-56-01.png;0;1
hl 2017-06-18 23-34-57-01.png;0;1
hl 2017-06-18 23-34-58-01.png;0;1
hl 2017-06-18 23-34-59-01.png;0;1
hl 2017-06-18 23-35-00-01.png;0;0
hl 2017-06-18 23-35-01-01.png;0;0
hl 2017-06-18 23-35-02-01.png;0;0
hl 2017-06-18 23-35-03-01.png;0;1
hl 2017-06-18 23-35-04-01.png;0;1
hl 2017-06-18 23-35-05-01.png;0;1
hl 2017-06-18 23-35-06-01.png;0;1
hl 2017-06-18 23-35-07-01.png;0;1
hl 2017-06-18 23-35-08-01.png;0;1
hl 2017-06-18 23-35-09-01.png;0;1
hl 2017-06-18 23-35-10-01.png;0;1
hl 2017-06-18 23-35-11-01.png;0;1
hl 2017-06-18 23-35-12-01.png;1;0
hl 2017-06-18 23-35-14-01.png;1;0
hl 2017-06-18 23-35-15-01.png;1;0
hl 2017-06-18 23-35-16-01.png;1;0
hl 2017-06-18 23-35-21-01.png;0;0
hl 2017-06-18 23-35-22-01.png;1;0
hl 2017-06-18 23-35-23-01.png;1;0
hl 2017-06-18 23-35-24-01.png;1;0
hl 2017-06-18 23-35-25-01.png;1;0
hl 2017-06-18 23-35-26-01.png;0;0
hl 2017-06-18 23-35-27-01.png;0;0
hl 2017-06-18 23-35-29-01.png;0;0
hl 2017-06-18 23-35-30-01.png;0;0
hl 2017-06-18 23-35-31-01.png;0;1
hl 2017-06-18 23-35-32-01.png;0;1
hl 2017-06-18 23-35-33-01.png;1;1
hl 2017-06-18 23-35-34-01.png;1;1
hl 2017-06-18 23-35-35-01.png;1;1
hl 2017-06-18 23-35-36-01.png;1;0
hl 2017-06-18 23-35-37-01.png;1;1
hl 2017-06-18 23-35-38-01.png;1;1
hl 2017-06-18 23-35-39-01.png;0;1
hl 2017-06-18 23-35-40-01.png;0;0
hl 2017-06-18 23-35-41-01.png;0;1
hl 2017-06-18 23-35-42-01.png;0;1
hl 2017-06-18 23-35-43-01.png;0;1
hl 2017-06-18 23-35-44-01.png;0;1
hl 2017-06-18 23-35-45-01.png;0;0
hl 2017-06-18 23-35-46-01.png;0;1
hl 2017-06-18 23-35-47-01.png;1;1
hl 2017-06-18 23-35-48-01.png;1;1
hl 2017-06-18 23-35-49-01.png;1;1
hl 2017-06-18 23-35-50-01.png;1;1
hl 2017-06-18 23-35-51-01.png;0;1
hl 2017-06-18 23-35-52-01.png;0;0
hl 2017-06-18 23-35-53-01.png;0;0
hl 2017-06-18 23-35-54-01.png;0;0
hl 2017-06-18 23-35-55-01.png;0;0
hl 2017-06-18 23-35-56-01.png;0;0
hl 2017-06-18 23-35-57-01.png;1;0
hl 2017-06-18 23-35-58-01.png;0;0
hl 2017-06-18 23-35-59-01.png;0;1
hl 2017-06-18 23-36-00-01.png;0;1
hl 2017-06-18 23-36-01-01.png;0;1
hl 2017-06-18 23-36-02-01.png;0;1
hl 2017-06-18 23-36-03-01.png;0;1
hl 2017-06-18 23-36-04-01.png;1;1
hl 2017-06-18 23-36-05-01.png;0;0
hl 2017-06-18 23-36-06-01.png;1;0
hl 2017-06-18 23-36-07-01.png;1;0
hl 2017-06-18 23-36-09-01.png;1;0
hl 2017-06-18 23-36-10-01.png;0;0
hl 2017-06-18 23-36-11-01.png;1;0
hl 2017-06-18 23-36-12-01.png;0;0
hl 2017-06-18 23-36-13-01.png;0;0
hl 2017-06-18 23-36-14-01.png;0;0
hl 2017-06-18 23-36-15-01.png;0;0
hl 2017-06-18 23-36-16-01.png;0;0
hl 2017-06-18 23-36-17-01.png;0;0
hl 2017-06-18 23-36-18-01.png;0;0
